textid	text	label
296	Galo cantou Madrugada na Campina Manhã menina Tá na flor do meu jardim Hoje é domingo Me desculpe eu tô sem pressa Nem preciso de conversa Não há nada prá cumprir Passar o dia Ouvindo o som de uma viola Eu quero que o mundo agora Se mostre pros bem-te-vi Mando daqui das bandas do rural lembranças Vibrações da nova hora Prá você que não tá aqui Amanhecer é uma lição do universo Que nos ensina Que é preciso renascer O novo amanhece O novo amanhece	Folk
297	Qui m´importa, qui m´importa O seu preconceito qui m´importa Você diz que eu sou muito esquisito E eu às vezes sinto a sua ira Mas na verdade assim é que eu fui feito É só o jeito de um rapaz caipira Qui m´importa, qui m´importa O seu preconceito qui m´importa Se você quer maiores aventuras Vá prá cidade grande qualquer dia Eu sou da terra	Folk
298	Se proteja moço Que essa noite o frio Vem cortando a alma Vem que vem no cio Vão se ouvir ao longe Um mundo de gritos Da dança dos lobos Um rasta bonito Se você conhece Você é um lobo Que saiu das matas Pra jogar o jogo Mas na lua cheia Você fica aflito Sai na janela E uiva bonito Iêiê.... Ao dar meia-noite Seu olhar em brasa Olha para a lua No teto da	Folk
299	Vem chegando a hora Hora de ir embora, eu agora vou Rever a morena Que ficou com a cena, cena que passou Se ficar saudade Deixa que mais tarde ela também vai Como vai a vida? Vou tocando em frente sem olhar pra trás Coisas que acontecem Deixa que eu lhe diga, nada me cansou Não senti fadiga Porque gente amiga só me traz calor Se eu tô indo embora Não vai ser agora que se vai sofrer Deixa que mais tarde Na curva da estrada a gente se vê Se eu deixo saudade Vou levar também Ter que ir embora Todo mundo tem Vem chegando a hora Hora de ir embora, eu agora vou Rever a morena Que ficou com a cena, cena que passou Se ficar saudade	Folk
300	Conte comigo meu amigo se for pra te dar a mão mas se for pra correr perigo que seja boa a razão conte comigo que eu brigo se for esta a condição Pra que a gente realize então aquela velha mas sincera ambição Conte comigo eu te sigo pra enfrentar o castigo ou ter glórias de um campeão. Escute amigo um aviso que eu te	Folk
301	Num bar de Ribeirão Preto eu vi com meus olhos esta passagem Quando champanha corria a rodo, nas altas rodas da grã-finagem Nisso chegou um peão trazendo na testa o pó da viagem Pediu uma pinga para o garçom, que era pra rebater a friagem Levantou um almofadinha e disse pro dono não tenho fé Quando um caboclo que não se enxerga, num lugar desses vem por os pés Senhor que é o dono da casa não deixe entrar um homem qualquer Principalmente nessa ocasião que está presente o rei do café Foi uma salva de palmas gritaram vivas pro fazendeiro Que tem um milhão de pé de café por este rico chão	Folk
302	O rio de Piracicaba vai jogar água pra fora Quando chegar a água dos olhos de alguém que chora La na rua onde eu moro só existe uma nascente A nascente dos meus olhos ja formou agua corrente Pertinho da minha casa ja formou uma lagoa com a lagrima dos meus olhos por causa de uma pessoa O rio de Piracicaba vai jogar água pra fora Quando chegar a água dos olhos de alguém que chora	Folk
303	E de sonho e de pó O destino de um só feito eu perdido em pensamento sobre o meu cavalo É de laço e de nó De gibeira ou jiló Dessa vida cumprida a sol Sou caipira pirapora nossa Senhora de Aparecida Que ilumina a mina escura e funda o trem da minha vida Sou caipira pirapora nossa Senhora de Aparecida Que ilumina a mina escura e funda o trem da minha vida O meu pai foi peão Minha mãe solidão meus irmãos perderam-se na vida a custa de aventuras Descasei, joguei investi, desisti Se há sorte eu não sei nunca vi. Sou	Folk
304	Se queres compreender o que é saudade Terás que antes de tudo conhecer Sentir o que é querer e o que é ternura E ter por bem um grande amor viver Então compreenderás	Folk
305	Atirei minha semente Na terra onde tudo dá Chuva veio de repente Carregou levou pro mar Quando as águas foram embora Plantei sonhos no chão Mais demora minha gente Ter na hora um verde puro Ou dar fruto bem maduro Um pomar Meu adubo foi amor Esperança o regador Bem na hora da colheita Lá se vai a ilusão Foi geada e a seca me Queimando a floração Me	Folk
306	Lembro de um velho índio contando histórias De glórias e tragédias que não vivi Quando das estrelas vieram deuses E seus sinais estão por aí Depois de um certo tempo eles foram embora Deixando para trás um povo feliz Mas os portugueses e os espanhóis Invadiram a terra dos Guaranis Então vieram os bandeirantes E os retirantes lá das Gerais. Por muito tempo não houve	Folk
307	"Contar estrelas, constelações, Medir nos céus imensidões, Faz aumentar nossa solidão. Profetas vêm, prometem mais Pra quem disser ""Amén""! Mas tempos tão globais, Têm seus poréns, nada virtuais. Já se escreveu que falsos Messias Com novas magias vamos ver. Não há crença sem recompensa, Nem superstições tornam intensas as diferenças,"	Folk
308	Ai sodade Ai sodade Ai sodade matadeira Quando caço e que não acho Meu benzinho em minha beira No cercado da cancela Ia me encontrar com ela E passava a tarde inteira Um tantão de tempo A nós se olha Ai ai, ai ai, ai ai, ai ai Ela era bonitinha Ela era engraçadinha Eu chamava ela coisinha Mas povo dela era Mariá Ai	Folk
309	Mato Grosso encerra em sua própria terra Sonhos guaranis Por campos e serras a história enterra uma só raiz Que aflora nas emoções E o tempo faz cicatriz Em mil canções Lembrando o que não se diz Mato Grosso espera esquecer quisera O som dos fuzis Se não fosse a guerra Quem sabe	Folk
310	Toda minha vida esperei você Inventando estórias sempre imaginei Quanto tempo na memória eu te desenhei Te amo em sonhos e é como um lindo amanhecer Toda minha vida pude perceber Que a verdade insiste em aparecer Se as palavras forem ditas e se a gente crer Te amo em sonhos e é Como um livro bom de ler Sei dos	Folk
311	A garça agora Voou, se foi Que parecia um planador E num corixo Eu lavei meus pés De camalote navegador Quando o fundão do mato Se amorenou Então se ouviu o canto Do zabelê E tudo tem a ver Com o pôr do sol Que é quando se estende A rede Em dois pé de pau E a noite vem Pelo Pantanal Quando o dia desativou A noite disse agora Eu sou E veio toda com seu andor De lua nova Cheia de	Folk
312	Ando devagar, porque já tive pressa Levo esse sorriso, porque já chorei demais Hoje me sinto mais forte, mais feliz, quem sabe? Só levo a certeza de que muito pouco eu sei, Ou nada sei. Conhecer as manhas e as manhãs, O sabor das massas e das maçãs, É preciso amor pra poder pulsar, É preciso paz pra poder sorrir, É preciso a chuva para florir. Penso que cumprir a vida seja simplesmente Compreender a marcha e ir tocando em frente, Como um velho boiadeiro levando a boiada Eu vou tocando os dias pela longa estrada eu vou, Estrada eu sou. Conhecer as manhas e as manhãs, O sabor das massas e das maçãs, É preciso amor pra	Folk
313	Mal amanheceu, o galo já cantou Eu saio de mansinho, nem acordo o meu amor Vou tirar o leite, vou tocar o boi Faço o meu serviço, nada deixo pra depois Vou na invernada Pra salgar o cocho Vou levar um guento pra curar um touro mocho Vai o dia inteiro nessa ralação O trabalho é duro, mas também tem diversão Olho no horizonte, vejo o sol se por Volto bem ligeiro	Folk
314	Naquele estradão deserto, Uma boiada descia Pras bandas do Araguaia Pra fazer a travessia. O capataz era um velho De muita sabedoria, As ordens eram severas E a pionada obedecia. O ponteiro, moço novo Muito desembaraçado, Mas era a primeira viagem Que fazia nesses lados; Não conhecia os tormentos Do Araguaia afamado, Não sabia que as piranhas Era um perigo danado. Ao chegarem na barranca Disse o velho boiadeiro: Derrubamos um boi n'água Deu a ordem ao ponteiro. Enquanto as piranhas comem Temos que passar ligeiro, Toque logo esse boi velho Que vale pouco	Folk
315	A De repente lá bem longe E7 Aparece outro lugar Novos campos e horizontes D A Tão ali pra eu passar Trem de ferro, trem de lata E7 Tem alguém a m esperar Não sei se eu que tô indo D A Ou ela quem vai chegar D A Quanta alegria, muito prazer D Tô aqui, vão chegar A casa é sua, pode entrar E7 Meus braços vão te abraçar Há tanto pra plantar A (A) E7 Por aqui A É assim, quando posso E7 Voi aí lhe visitar São dois trilhos me levando D A	Folk
316	Pai, eu sei que pra você eu nunca serei perfeito Só porque as coisas que eu faço nunca são do seu jeito Tudo que eu realizei você acha que foi pura sorte A distância entre nós virou um abismo enorme Se errei varias vezes foi tentando acertar Se te decepcionei vou lutar pra concertar Mas sempre do meu jeito Porque só sei fazer assim Pai, eu sei que pra você eu não valia muito a pena E você não fez tudo que podia fazer por nòs Pai, eu sei que pra	Indie
317	Foi assim que a nossa história começou Pra mim sei muito bem onde estou E ninguém imaginou que podia ser assim Sei que a gente um dia pode voltar a sonhar Nosso limite não existe, não existe mais Mas o dia sempre acaba com a noite Eu juro que eu não vou desistir jamais Vou pensar em você Não vou me importar mais com o que vai ser Livre, solto e leve por aí Buscando uma forma de me divertir Seguindo a minha intuição pra achar a melhor solução Cada arte um	Indie
318	Dê amor Dê paixão Dê espera Dê esperma Dê prazer Dê fogo Dê uma nela De carinho De sacanagem	Indie
319	Gosto de cinema Ponto. Vivo cheio de manias. Tenho uma certa pré-dislexia Às vezes eu surto mesmo. Mudo de assunto. Sumo e não assumo a minha lucidez Pareço moderno a te procurar Caio na balada, admito. Alimento meu espírito com litros de café e saio pra dançar. Sempre quando acordo cedo, crio uma canção maluca ligada ao sonho e ao	Indie
320	Não me implore não quero ver você voltar assim estou cansado de ficar sofrendo com medo de sentir novamente o que eu senti quero sumir e virar pedra eternamente uma pedra Que a minha alma exploda você não ouse vir pedir perdão preciso colocar em ordem o meu discurso contra a vida Eu vou preparar a mesa vazia vou estender seu corpo como uma iguaria vou me servir horrores vou te tomar, te beber com gosto Você não vai sentir mais nada será o fim do desencontro Alguém some por aí quis se	Indie
321	2x Avistei a caminhar sem direção passos largos, salto alto na calçada Ela me ofereceu o seu olhar Ela me ofereceu o seu olhar Madalena Amada Amada Amada Amada Madelena Madalena 2x Atirei a primeira pedra e cantei pra ela três vezes sem pensar Ela me olhou com uma cara de 2x Quero mais que você me cante Quero mais que você me toque Quero mais que você me olhe Quero	Indie
322	Tudo errado Eu sempre fui uma puta disfarçado trago o meu corpo marcado [Refrão] Tudo errado e agora que estou sozinho meu caminho segue em decida espiral como um tobogã	Indie
323	Abrirei as portas dos sonhos Recomeçarei tudo de novo Relerei Alice no País das Maravilhas Pegarei o Yellow Submarine E visitarei Penny Lane Brincarei com o espantalho E o homem de lata (Refrão) Tá aí, uma boa viagem Tá aí, uma longa viagem	Indie
324	"Ontem eu fumei um baseado Estava tão sozinho e tão tranquilo E não me apercebi quando a menina Chegou com seu vestido transadinho Ela me chamou pro disco voador Eu aceitei, não hesitei Eu totalmente ""abseduzido"" Dentro de um compartimento sombrio Parecia uma compota numa lata Uma marmota, um pré recém-nascido Só então eu me dei conta Que estava"	Indie
325	Perdi a decência Ontem eu perdi a noção Perdi a compostura, a cabeça Eu perdi a razão Perdi as chaves do apê E dormi no corredor Naturalmente, eu perdi a moral Com minha mulher e com o zelador Acordei no melhor	Indie
326	Chore seu sorriso louco Vista sua delicadeza Sinta seu corpo em chamas Se eu lhe chamar Bote um padê poderoso Cante uma canção do Cohen Trague comigo essa ponta... e vamos delirar Que eu só saio dessa cama Que eu só saio dessa cama Que eu só saio dessa cama Quando você me disser Decidida Que me ama Dispa-se delicadamente Diz para mim o que pega Não se apegue ao	Indie
327	Oh! Oh! Oh! Oh! Oh! Oh! Oh! Oh! É pelo barulho da chave na porta Que eu saco que ela chegou É pelo som do salto no taco Que eu sei se ela está de bom humor Se tá meu	Indie
328	Meu livro mais vendido foi tu Minha música mais tocada foi você Meu filme mais falado foi nosso	Indie
329	Aspirar condicionado Respirar condicionado Resfriar condicionado Espirrar condicionado Nas	Indie
330	Quando o sol Brincar no outono Sentirá no meu sorriso. E com um beijo roubado Em segredo Saberás que eu te admiro Com amor...	Indie
331	Dois passos tortos me carregam rumo ao paraíso Cavei o meu buraco pleno cheio de explosivos No fundo da minha cartola jazz vive o seu destino Provei um gole da sua morte foi prova de carinho Eu sei que você sabe bem E não pode esconder Seu amor fala alto e grita de ódio de ser por mim Eu cantei pra você Não vou mais me esconder Nunca falei de amor, demorou, pavorou, pode crer Sou da turma do oriente Bem mais bin	Indie
332	Chore seu sorriso louco Vista sua delicadeza Sinta seu corpo em chamas Se eu lhe chamar Bote um padê poderoso Cante uma canção do Cohen Trague comigo essa ponta... e vamos delirar Que eu só saio dessa cama Que eu só saio dessa cama Que eu só saio dessa cama Quando você me disser Decidida Que me ama Dispa-se delicadamente Diz para mim o que pega Não se apegue ao	Indie
333	Dê amor Dê paixão Dê espera Dê esperma Dê prazer Dê fogo Dê uma nela De carinho De sacanagem	Indie
334	Perdi a decência Ontem eu perdi a noção Perdi a compostura, a cabeça Eu perdi a razão Perdi as chaves do apê E dormi no corredor Naturalmente, eu perdi a moral Com minha mulher e com o zelador Acordei no melhor	Indie
335	Atecno quitá tem que tê tem quetá Quetem que tecnologia Eu não domino a tecnologia da sonoplastia Eu não domino a tecnologia da monogamia Eu não domino a tecnlogia de fazer sexo virtual Eu não domino a tecnologia do intelecto gestual E se eu dominasse a tecnologia Eu des des des des des des descontruíria Se eu dominasse a tecnologia Eu des des des des des des descontruíria O gene da genialidade O gene da banalidade O gene da mediocridade Bananas pra	Indie
